Institution,Country/territory
The University of Toledo (UT),United States of America (USA)
Bristol-Myers Squibb (BMS),United States of America (USA)
Brigham Young University (BYU),United States of America (USA)
University of New Hampshire (UNH),United States of America (USA)
University of Arkansas (UARK),United States of America (USA)
Johnson & Johnson,United States of America (USA)
University of Montana (UMT),United States of America (USA)
University of Nebraska Medical Center (UNMC),United States of America (USA)
Kent State University,United States of America (USA)
Baylor University,United States of America (USA)
Van Andel Research Institute (VAI),United States of America (USA)
Medical College of Wisconsin (MCW),United States of America (USA)
AbbVie Inc.,United States of America (USA)
Seattle Children's Hospital,United States of America (USA)
Saint Louis University (SLU),United States of America (USA)
Thomas Jefferson National Accelerator Facility (TJNAF),United States of America (USA)
Medical University of South Carolina (MUSC),United States of America (USA)
The Wistar Institute,United States of America (USA)
Mississippi State University,United States of America (USA)
U.S. Food and Drug Administration (USFDA),United States of America (USA)
Amgen Inc.,United States of America (USA)
University of Denver,United States of America (USA)
H. Lee Moffitt Cancer Center & Research Institute,United States of America (USA)
"University of Maryland, Baltimore County (UMBC)",United States of America (USA)
DowDuPont Inc.,United States of America (USA)
Old Dominion University (ODU),United States of America (USA)
Northern Arizona University (NAU),United States of America (USA)
Southern Methodist University (SMU),United States of America (USA)
Oklahoma State University,United States of America (USA)
Miami University,United States of America (USA)
The University of Texas at El Paso (UTEP),United States of America (USA)
Microsoft Corporation,United States of America (USA)
Santa Fe Institute (SFI),United States of America (USA)
Marquette University,United States of America (USA)
The University of Maine (UMaine),United States of America (USA)
University of Idaho,United States of America (USA)
Michigan Technological University (Michigan Tech),United States of America (USA)
New Jersey Institute of Technology (NJIT),United States of America (USA)
Missouri University of Science and Technology (MST),United States of America (USA)
Exxon Mobil Corporation (ExxonMobil),United States of America (USA)
Ohio University (Ohio),United States of America (USA)
State University of New York at Binghamton (SUNY Binghamton),United States of America (USA)
Johns Hopkins Health System Corporation (JHHS),United States of America (USA)
"California State University, Northridge (CSUN)",United States of America (USA)
non-affiliated author contributions,United States of America (USA)
University of Massachusetts Boston (UMass Boston),United States of America (USA)
Southwest Research Institute (SwRI),United States of America (USA)
The College of William & Mary (W&M),United States of America (USA)
University of Mississippi (Ole Miss),United States of America (USA)
New Mexico Institute of Mining and Technology (NMT),United States of America (USA)
San Diego State University (SDSU),United States of America (USA)
"Moderna, Inc.",United States of America (USA)
Clarkson University,United States of America (USA)
Houston Methodist,United States of America (USA)
Rush University,United States of America (USA)
American Museum of Natural History (AMNH),United States of America (USA)
Ludwig Cancer Research,United States of America (USA)
State University of New York College at Buffalo (SUNY Buffalo State),United States of America (USA)
Augusta University,United States of America (USA)
Boise State University,United States of America (USA)
California Institute for Quantitative Biosciences (QB3),United States of America (USA)
University of Massachusetts Lowell (UMass Lowell),United States of America (USA)
"Leidos Holdings, Inc.",United States of America (USA)
Waters Corporation,United States of America (USA)
University of Wisconsin-Milwaukee (UWM),United States of America (USA)
U.S. Department of Health and Human Services (HHS),United States of America (USA)
Roswell Park Cancer Institute (RPCI),United States of America (USA)
North Dakota State University (NDSU),United States of America (USA)
Stevens Institute of Technology,United States of America (USA)
Bruker Corporation,United States of America (USA)
"Vir Biotechnology, Inc.",United States of America (USA)
"23andMe, Inc.",United States of America (USA)
University of North Carolina at Charlotte (UNC Charlotte),United States of America (USA)
Northwell Health,United States of America (USA)
New York Genome Center (NYGC),United States of America (USA)
Stanford Health Care,United States of America (USA)
Illinois State University,United States of America (USA)
Portland State University (PSU),United States of America (USA)
Florida Atlantic University (FAU),United States of America (USA)
Loyola University Chicago (LUC),United States of America (USA)
State University of New York Upstate Medical University (SUNY Upstate Medical University),United States of America (USA)
"New England Biolabs, Inc. (NEB)",United States of America (USA)
Planetary Science Institute (PSI),United States of America (USA)
University of Arkansas for Medical Sciences (UAMS),United States of America (USA)
East Carolina University (ECU),United States of America (USA)
University of Tennessee Health Science Center (UTHSC),United States of America (USA)
Illinois Institute of Technology (IIT),United States of America (USA)
University of Colorado Denver (CU Denver),United States of America (USA)
"Ionis Pharmaceuticals, Inc.",United States of America (USA)
Joint Genome Institute (JGI),United States of America (USA)
New Mexico State University (NMSU),United States of America (USA)
Nevada System of Higher Education (NSHE),United States of America (USA)
Monterey Bay Aquarium Research Institute (MBARI),United States of America (USA)
University of South Dakota (USD),United States of America (USA)
Eli Lilly and Company,United States of America (USA)
Bowling Green State University (BGSU),United States of America (USA)
National Science Foundation (NSF),United States of America (USA)
University of North Dakota (UND),United States of America (USA)
Institute for Systems Biology (ISB),United States of America (USA)
"Science Systems and Applications, Inc. (SSAI)",United States of America (USA)
Stanford Children's Health,United States of America (USA)
University of Southern Mississippi (USM),United States of America (USA)
Universities Space Research Association (USRA),United States of America (USA)
New York State Department of Health (NYSDOH),United States of America (USA)
Claremont Colleges,United States of America (USA)
Wesleyan University,United States of America (USA)
San Jose State University (SJSU),United States of America (USA)
Albany Medical Center,United States of America (USA)
"Gilead Sciences, Inc.",United States of America (USA)
Texas Biomedical Research Institute (Texas Biomed),United States of America (USA)
Children's National Health System,United States of America (USA)
Buck Institute for Research on Aging,United States of America (USA)
The University of Memphis (U of M),United States of America (USA)
Oakland University,United States of America (USA)
Field Museum of Natural History,United States of America (USA)
University of North Carolina at Wilmington (UNCW),United States of America (USA)
"Southern Illinois University, Carbondale (SIU)",United States of America (USA)
University of South Alabama,United States of America (USA)
University of North Carolina at Greensboro,United States of America (USA)
Florida Institute of Technology (Florida Tech),United States of America (USA)
Space Telescope Science Institute (STScI),United States of America (USA)
Rosalind Franklin University of Medicine and Science (RFUMS),United States of America (USA)
Intel Corporation,United States of America (USA)
Kennesaw State University (KSU),United States of America (USA)
University of Missouri-Kansas City (UMKC),United States of America (USA)
Western Washington University (WWU),United States of America (USA)
National Bureau of Economic Research (NBER),United States of America (USA)
"Bioqual, Inc.",United States of America (USA)
Idaho National Laboratory (INL),United States of America (USA)
University of Louisiana at Lafayette (UL Lafayette),United States of America (USA)
San Francisco State University (SF State),United States of America (USA)
Uniformed Services University of the Health Sciences,United States of America (USA)
Texas Christian University (TCU),United States of America (USA)
California Polytechnic State University (Cal Poly),United States of America (USA)
Connecticut Agricultural Experiment Station (CAES),United States of America (USA)
Texas Tech University Health Sciences Center (TTUHSC),United States of America (USA)
Central Michigan University,United States of America (USA)
Benaroya Research Institute at Virginia Mason (BRI),United States of America (USA)
South Dakota State University,United States of America (USA)
"NorthWest Research Associates, Inc. (NWRA)",United States of America (USA)
Catholic University of America (CUA),United States of America (USA)
Corning Incorporated,United States of America (USA)
Biogen Inc.,United States of America (USA)
Rowan University,United States of America (USA)
HudsonAlpha Institute for Biotechnology,United States of America (USA)
Kaiser Permanente,United States of America (USA)
Hackensack Meridian Health,United States of America (USA)
South Dakota School of Mines and Technology (SDSMT),United States of America (USA)
Northern Illinois University (NIU),United States of America (USA)
"Atmospheric and Environmental Research, Inc. (AER)",United States of America (USA)
St. John's University,United States of America (USA)
Worcester Polytechnic Institute (WPI),United States of America (USA)
Rochester Institute of Technology (RIT),United States of America (USA)
Wright State University,United States of America (USA)
New York-Presbyterian Hospital,United States of America (USA)
Smith College,United States of America (USA)
HRL Laboratories LLC,United States of America (USA)
Villanova University,United States of America (USA)
Henry M. Jackson Foundation for the Advancement of Military Medicine (HJF),United States of America (USA)
Versiti Blood Research Institute,United States of America (USA)
MedStar Health,United States of America (USA)
North Carolina Agricultural and Technical State University (A&T),United States of America (USA)
Children's Healthcare of Atlanta (CHOA) Inc.,United States of America (USA)
Shriners Hospitals for Children,United States of America (USA)
Embry-Riddle Aeronautical University (ERAU),United States of America (USA)
Cary Institute of Ecosystem Studies,United States of America (USA)
Savannah River National Laboratory (SRNL),United States of America (USA)
Wichita State University,United States of America (USA)
Search for Extraterrestrial Intelligence Institute (SETI Institute),United States of America (USA)
Danaher Corporation,United States of America (USA)
Denali Therapeutics Inc.,United States of America (USA)
Western Michigan University (WMU),United States of America (USA)
The Nature Conservancy,United States of America (USA)
Rady Children's Hospital-San Diego,United States of America (USA)
U.S. Department of Energy (DOE),United States of America (USA)
University of San Diego,United States of America (USA)
International Food Policy Research Institute (IFPRI),United States of America (USA)
National Energy Technology Laboratory (NETL),United States of America (USA)
J. Craig Venter Institute (JCVI),United States of America (USA)
"Meta Platforms, Inc.",United States of America (USA)
"California State University, Long Beach (CSULB)",United States of America (USA)
Howard University,United States of America (USA)
Middle Tennessee State University (MTSU),United States of America (USA)
"California State University, Fullerton (CSUF)",United States of America (USA)
General Atomics,United States of America (USA)
Reed College,United States of America (USA)
Space Science Institute (SSI),United States of America (USA)
Chapman University,United States of America (USA)
Abbott Laboratories,United States of America (USA)
American University,United States of America (USA)
SUNY Polytechnic Institute (SUNY Poly),United States of America (USA)
